"ingredient","singnum","singredient"
"PLECANATIDE",1,"PLECANATIDE"
"PLERIXAFOR",1,"PLERIXAFOR"
"PLICAMYCIN",1,"PLICAMYCIN"
"PODOFILOX",1,"PODOFILOX"
"POLIDOCANOL",1,"POLIDOCANOL"
"POLYESTRADIOL PHOSPHATE",1,"POLYESTRADIOL PHOSPHATE"
"POLYETHYLENE GLYCOL 3350",1,"POLYETHYLENE GLYCOL 3350"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE",1,"POLYETHYLENE GLYCOL 3350"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE",2,"POTASSIUM CHLORIDE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE",3,"SODIUM BICARBONATE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE",4,"SODIUM CHLORIDE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE",1,"POLYETHYLENE GLYCOL 3350"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE",2,"POTASSIUM CHLORIDE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE",3,"SODIUM BICARBONATE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE",4,"SODIUM CHLORIDE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE",5,"SODIUM SULFATE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS",1,"POLYETHYLENE GLYCOL 3350"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS",2,"POTASSIUM CHLORIDE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS",3,"SODIUM BICARBONATE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS",4,"SODIUM CHLORIDE"
"POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS",5,"SODIUM SULFATE ANHYDROUS"
"POLYMYXIN B SULFATE",1,"POLYMYXIN B SULFATE"
"POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE",1,"POLYMYXIN B SULFATE"
"POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE",2,"TRIMETHOPRIM SULFATE"
"POLYTHIAZIDE",1,"POLYTHIAZIDE"
"POLYTHIAZIDE; PRAZOSIN HYDROCHLORIDE",1,"POLYTHIAZIDE"
"POLYTHIAZIDE; PRAZOSIN HYDROCHLORIDE",2,"PRAZOSIN HYDROCHLORIDE"
"POLYTHIAZIDE; RESERPINE",1,"POLYTHIAZIDE"
"POLYTHIAZIDE; RESERPINE",2,"RESERPINE"
"POMALIDOMIDE",1,"POMALIDOMIDE"
"PONATINIB HYDROCHLORIDE",1,"PONATINIB HYDROCHLORIDE"
"PORACTANT ALFA",1,"PORACTANT ALFA"
"PORFIMER SODIUM",1,"PORFIMER SODIUM"
"POSACONAZOLE",1,"POSACONAZOLE"
"POTASSIUM ACETATE",1,"POTASSIUM ACETATE"
"POTASSIUM AMINOSALICYLATE",1,"POTASSIUM AMINOSALICYLATE"
"POTASSIUM CHLORIDE",1,"POTASSIUM CHLORIDE"
"POTASSIUM CHLORIDE; SODIUM CHLORIDE",1,"POTASSIUM CHLORIDE"
"POTASSIUM CHLORIDE; SODIUM CHLORIDE",2,"SODIUM CHLORIDE"
"POTASSIUM CHLORIDE; SODIUM CHLORIDE; TROMETHAMINE",1,"POTASSIUM CHLORIDE"
"POTASSIUM CHLORIDE; SODIUM CHLORIDE; TROMETHAMINE",2,"SODIUM CHLORIDE"
"POTASSIUM CHLORIDE; SODIUM CHLORIDE; TROMETHAMINE",3,"TROMETHAMINE"
"POTASSIUM CITRATE",1,"POTASSIUM CITRATE"
"POTASSIUM IODIDE",1,"POTASSIUM IODIDE"
"POTASSIUM PERCHLORATE",1,"POTASSIUM PERCHLORATE"
"POVIDONE-IODINE",1,"POVIDONE-IODINE"
"PRALATREXATE",1,"PRALATREXATE"
"PRALIDOXIME CHLORIDE",1,"PRALIDOXIME CHLORIDE"
"PRAMIPEXOLE DIHYDROCHLORIDE",1,"PRAMIPEXOLE DIHYDROCHLORIDE"
"PRAMLINTIDE ACETATE",1,"PRAMLINTIDE ACETATE"
"PRASTERONE",1,"PRASTERONE"
"PRASUGREL HYDROCHLORIDE",1,"PRASUGREL HYDROCHLORIDE"
"PRAVASTATIN SODIUM",1,"PRAVASTATIN SODIUM"
"PRAZEPAM",1,"PRAZEPAM"
"PRAZIQUANTEL",1,"PRAZIQUANTEL"
"PRAZOSIN HYDROCHLORIDE",1,"PRAZOSIN HYDROCHLORIDE"
"PREDNICARBATE",1,"PREDNICARBATE"
"PREDNISOLONE",1,"PREDNISOLONE"
"PREDNISOLONE ACETATE",1,"PREDNISOLONE ACETATE"
"PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM",1,"PREDNISOLONE ACETATE"
"PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM",2,"SULFACETAMIDE SODIUM"
"PREDNISOLONE SODIUM PHOSPHATE",1,"PREDNISOLONE SODIUM PHOSPHATE"
"PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM",1,"PREDNISOLONE SODIUM PHOSPHATE"
"PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM",2,"SULFACETAMIDE SODIUM"
"PREDNISOLONE TEBUTATE",1,"PREDNISOLONE TEBUTATE"
"PREDNISONE",1,"PREDNISONE"
"PREGABALIN",1,"PREGABALIN"
"PRILOCAINE HYDROCHLORIDE",1,"PRILOCAINE HYDROCHLORIDE"
"PRIMAQUINE PHOSPHATE",1,"PRIMAQUINE PHOSPHATE"
"PRIMIDONE",1,"PRIMIDONE"
"PROBENECID",1,"PROBENECID"
"PROBUCOL",1,"PROBUCOL"
"PROCAINAMIDE HYDROCHLORIDE",1,"PROCAINAMIDE HYDROCHLORIDE"
"PROCAINE HYDROCHLORIDE",1,"PROCAINE HYDROCHLORIDE"
"PROCAINE HYDROCHLORIDE; TETRACYCLINE HYDROCHLORIDE",1,"PROCAINE HYDROCHLORIDE"
"PROCAINE HYDROCHLORIDE; TETRACYCLINE HYDROCHLORIDE",2,"TETRACYCLINE HYDROCHLORIDE"
"PROCAINE MERETHOXYLLINE; THEOPHYLLINE",1,"PROCAINE MERETHOXYLLINE"
"PROCAINE MERETHOXYLLINE; THEOPHYLLINE",2,"THEOPHYLLINE"
"PROCARBAZINE HYDROCHLORIDE",1,"PROCARBAZINE HYDROCHLORIDE"
"PROCHLORPERAZINE",1,"PROCHLORPERAZINE"
"PROCHLORPERAZINE EDISYLATE",1,"PROCHLORPERAZINE EDISYLATE"
"PROCHLORPERAZINE MALEATE",1,"PROCHLORPERAZINE MALEATE"
"PROCYCLIDINE HYDROCHLORIDE",1,"PROCYCLIDINE HYDROCHLORIDE"
"PROGESTERONE",1,"PROGESTERONE"
"PROMAZINE HYDROCHLORIDE",1,"PROMAZINE HYDROCHLORIDE"
"PROMETHAZINE HYDROCHLORIDE",1,"PROMETHAZINE HYDROCHLORIDE"
"PROPAFENONE HYDROCHLORIDE",1,"PROPAFENONE HYDROCHLORIDE"
"PROPANTHELINE BROMIDE",1,"PROPANTHELINE BROMIDE"
"PROPARACAINE HYDROCHLORIDE",1,"PROPARACAINE HYDROCHLORIDE"
"PROPIOLACTONE",1,"PROPIOLACTONE"
"PROPIOMAZINE HYDROCHLORIDE",1,"PROPIOMAZINE HYDROCHLORIDE"
"PROPOFOL",1,"PROPOFOL"
"PROPOXYPHENE HYDROCHLORIDE",1,"PROPOXYPHENE HYDROCHLORIDE"
"PROPOXYPHENE NAPSYLATE",1,"PROPOXYPHENE NAPSYLATE"
"PROPRANOLOL HYDROCHLORIDE",1,"PROPRANOLOL HYDROCHLORIDE"
"PROPYLIODONE",1,"PROPYLIODONE"
"PROPYLTHIOURACIL",1,"PROPYLTHIOURACIL"
"PROTAMINE SULFATE",1,"PROTAMINE SULFATE"
"PROTEIN HYDROLYSATE",1,"PROTEIN HYDROLYSATE"
"PROTIRELIN",1,"PROTIRELIN"
"PROTOKYLOL HYDROCHLORIDE",1,"PROTOKYLOL HYDROCHLORIDE"
"PROTRIPTYLINE HYDROCHLORIDE",1,"PROTRIPTYLINE HYDROCHLORIDE"
"PSEUDOEPHEDRINE HYDROCHLORIDE",1,"PSEUDOEPHEDRINE HYDROCHLORIDE"
"PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE",1,"PSEUDOEPHEDRINE HYDROCHLORIDE"
"PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE",2,"TRIPROLIDINE HYDROCHLORIDE"
"PSEUDOEPHEDRINE POLISTIREX",1,"PSEUDOEPHEDRINE POLISTIREX"
"PSEUDOEPHEDRINE SULFATE",1,"PSEUDOEPHEDRINE SULFATE"
"PURIFIED WATER",1,"PURIFIED WATER"
"PYRAZINAMIDE",1,"PYRAZINAMIDE"
"PYRIDOSTIGMINE BROMIDE",1,"PYRIDOSTIGMINE BROMIDE"
"PYRIDOXINE HYDROCHLORIDE",1,"PYRIDOXINE HYDROCHLORIDE"
"PYRILAMINE MALEATE",1,"PYRILAMINE MALEATE"
"PYRIMETHAMINE",1,"PYRIMETHAMINE"
"PYRIMETHAMINE; SULFADOXINE",1,"PYRIMETHAMINE"
"PYRIMETHAMINE; SULFADOXINE",2,"SULFADOXINE"
"PYRITHIONE ZINC",1,"PYRITHIONE ZINC"
"PYRVINIUM PAMOATE",1,"PYRVINIUM PAMOATE"
"QUAZEPAM",1,"QUAZEPAM"
"QUETIAPINE FUMARATE",1,"QUETIAPINE FUMARATE"
"QUINAPRIL HYDROCHLORIDE",1,"QUINAPRIL HYDROCHLORIDE"
"QUINESTROL",1,"QUINESTROL"
"QUINETHAZONE",1,"QUINETHAZONE"
"QUINETHAZONE; RESERPINE",1,"QUINETHAZONE"
"QUINETHAZONE; RESERPINE",2,"RESERPINE"
"QUINIDINE GLUCONATE",1,"QUINIDINE GLUCONATE"
"QUINIDINE POLYGALACTURONATE",1,"QUINIDINE POLYGALACTURONATE"
"QUINIDINE SULFATE",1,"QUINIDINE SULFATE"
"QUININE SULFATE",1,"QUININE SULFATE"
"RABEPRAZOLE SODIUM",1,"RABEPRAZOLE SODIUM"
"RADIUM RA-223 DICHLORIDE",1,"RADIUM RA-223 DICHLORIDE"
"RALOXIFENE HYDROCHLORIDE",1,"RALOXIFENE HYDROCHLORIDE"
"RALTEGRAVIR POTASSIUM",1,"RALTEGRAVIR POTASSIUM"
"RAMELTEON",1,"RAMELTEON"
"RAMIPRIL",1,"RAMIPRIL"
"RANITIDINE BISMUTH CITRATE",1,"RANITIDINE BISMUTH CITRATE"
"RANITIDINE HYDROCHLORIDE",1,"RANITIDINE HYDROCHLORIDE"
"RANOLAZINE",1,"RANOLAZINE"
"RAPACURONIUM BROMIDE",1,"RAPACURONIUM BROMIDE"
"RASAGILINE MESYLATE",1,"RASAGILINE MESYLATE"
"RAUWOLFIA SERPENTINA ROOT",1,"RAUWOLFIA SERPENTINA ROOT"
"REGADENOSON",1,"REGADENOSON"
"REGORAFENIB",1,"REGORAFENIB"
"REMIFENTANIL HYDROCHLORIDE",1,"REMIFENTANIL HYDROCHLORIDE"
"REPAGLINIDE",1,"REPAGLINIDE"
"RESCINNAMINE",1,"RESCINNAMINE"
"RESERPINE",1,"RESERPINE"
"RESERPINE; TRICHLORMETHIAZIDE",1,"RESERPINE"
"RESERPINE; TRICHLORMETHIAZIDE",2,"TRICHLORMETHIAZIDE"
"RETAPAMULIN",1,"RETAPAMULIN"
"RIBAVIRIN",1,"RIBAVIRIN"
"RIBOCICLIB SUCCINATE",1,"RIBOCICLIB SUCCINATE"
"RIBOFLAVIN 5'-PHOSPHATE SODIUM",1,"RIBOFLAVIN 5'-PHOSPHATE SODIUM"
"RIFABUTIN",1,"RIFABUTIN"
"RIFAMPIN",1,"RIFAMPIN"
"RIFAPENTINE",1,"RIFAPENTINE"
"RIFAXIMIN",1,"RIFAXIMIN"
"RILPIVIRINE HYDROCHLORIDE",1,"RILPIVIRINE HYDROCHLORIDE"
"RILUZOLE",1,"RILUZOLE"
"RIMANTADINE HYDROCHLORIDE",1,"RIMANTADINE HYDROCHLORIDE"
"RIMEXOLONE",1,"RIMEXOLONE"
"RIOCIGUAT",1,"RIOCIGUAT"
"RISEDRONATE SODIUM",1,"RISEDRONATE SODIUM"
"RISPERIDONE",1,"RISPERIDONE"
"RITODRINE HYDROCHLORIDE",1,"RITODRINE HYDROCHLORIDE"
"RITONAVIR",1,"RITONAVIR"
"RIVAROXABAN",1,"RIVAROXABAN"
"RIVASTIGMINE",1,"RIVASTIGMINE"
"RIVASTIGMINE TARTRATE",1,"RIVASTIGMINE TARTRATE"
"RIZATRIPTAN BENZOATE",1,"RIZATRIPTAN BENZOATE"
"ROCURONIUM BROMIDE",1,"ROCURONIUM BROMIDE"
"ROFECOXIB",1,"ROFECOXIB"
"ROFLUMILAST",1,"ROFLUMILAST"
"ROLAPITANT HYDROCHLORIDE",1,"ROLAPITANT HYDROCHLORIDE"
"ROMIDEPSIN",1,"ROMIDEPSIN"
"ROPINIROLE HYDROCHLORIDE",1,"ROPINIROLE HYDROCHLORIDE"
"ROPIVACAINE HYDROCHLORIDE",1,"ROPIVACAINE HYDROCHLORIDE"
"ROSE BENGAL SODIUM I-131",1,"ROSE BENGAL SODIUM I-131"
"ROSIGLITAZONE MALEATE",1,"ROSIGLITAZONE MALEATE"
"ROSUVASTATIN CALCIUM",1,"ROSUVASTATIN CALCIUM"
"ROTIGOTINE",1,"ROTIGOTINE"
"RUBIDIUM CHLORIDE RB-82",1,"RUBIDIUM CHLORIDE RB-82"
"RUCAPARIB CAMSYLATE",1,"RUCAPARIB CAMSYLATE"
"RUFINAMIDE",1,"RUFINAMIDE"
"RUXOLITINIB PHOSPHATE",1,"RUXOLITINIB PHOSPHATE"
"SACROSIDASE",1,"SACROSIDASE"
"SACUBITRIL; VALSARTAN",1,"SACUBITRIL"
"SACUBITRIL; VALSARTAN",2,"VALSARTAN"
"SAFFLOWER OIL",1,"SAFFLOWER OIL"
"SAFFLOWER OIL; SOYBEAN OIL",1,"SAFFLOWER OIL"
"SAFFLOWER OIL; SOYBEAN OIL",2,"SOYBEAN OIL"
"SAFINAMIDE MESYLATE",1,"SAFINAMIDE MESYLATE"
"SALMETEROL XINAFOATE",1,"SALMETEROL XINAFOATE"
"SAMARIUM SM-153 LEXIDRONAM PENTASODIUM",1,"SAMARIUM SM-153 LEXIDRONAM PENTASODIUM"
"SAPROPTERIN DIHYDROCHLORIDE",1,"SAPROPTERIN DIHYDROCHLORIDE"
"SAQUINAVIR",1,"SAQUINAVIR"
"SAQUINAVIR MESYLATE",1,"SAQUINAVIR MESYLATE"
"SARALASIN ACETATE",1,"SARALASIN ACETATE"
"SAXAGLIPTIN HYDROCHLORIDE",1,"SAXAGLIPTIN HYDROCHLORIDE"
"SCOPOLAMINE",1,"SCOPOLAMINE"
"SECNIDAZOLE",1,"SECNIDAZOLE"
"SECOBARBITAL SODIUM",1,"SECOBARBITAL SODIUM"
"SECRETIN",1,"SECRETIN"
"SECRETIN SYNTHETIC HUMAN",1,"SECRETIN SYNTHETIC HUMAN"
"SECRETIN SYNTHETIC PORCINE",1,"SECRETIN SYNTHETIC PORCINE"
"SELEGILINE",1,"SELEGILINE"
"SELEGILINE HYDROCHLORIDE",1,"SELEGILINE HYDROCHLORIDE"
"SELENIUM SULFIDE",1,"SELENIUM SULFIDE"
"SELENOMETHIONINE SE-75",1,"SELENOMETHIONINE SE-75"
"SELEXIPAG",1,"SELEXIPAG"
"SERMORELIN ACETATE",1,"SERMORELIN ACETATE"
"SERTACONAZOLE NITRATE",1,"SERTACONAZOLE NITRATE"
"SERTRALINE HYDROCHLORIDE",1,"SERTRALINE HYDROCHLORIDE"
"SEVELAMER CARBONATE",1,"SEVELAMER CARBONATE"
"SEVELAMER HYDROCHLORIDE",1,"SEVELAMER HYDROCHLORIDE"
"SEVOFLURANE",1,"SEVOFLURANE"
"SIBUTRAMINE HYDROCHLORIDE",1,"SIBUTRAMINE HYDROCHLORIDE"
"SILDENAFIL CITRATE",1,"SILDENAFIL CITRATE"
"SILODOSIN",1,"SILODOSIN"
"SILVER SULFADIAZINE",1,"SILVER SULFADIAZINE"
"SIMEPREVIR SODIUM",1,"SIMEPREVIR SODIUM"
"SIMETHICONE-CELLULOSE",1,"SIMETHICONE-CELLULOSE"
"SIMVASTATIN",1,"SIMVASTATIN"
"SIMVASTATIN; SITAGLIPTIN PHOSPHATE",1,"SIMVASTATIN"
"SIMVASTATIN; SITAGLIPTIN PHOSPHATE",2,"SITAGLIPTIN PHOSPHATE"
"SINCALIDE",1,"SINCALIDE"
"SINECATECHINS",1,"SINECATECHINS"
"SIROLIMUS",1,"SIROLIMUS"
"SITAGLIPTIN PHOSPHATE",1,"SITAGLIPTIN PHOSPHATE"
"SODIUM ACETATE ANHYDROUS",1,"SODIUM ACETATE ANHYDROUS"
"SODIUM BENZOATE; SODIUM PHENYLACETATE",1,"SODIUM BENZOATE"
"SODIUM BENZOATE; SODIUM PHENYLACETATE",2,"SODIUM PHENYLACETATE"
"SODIUM BICARBONATE",1,"SODIUM BICARBONATE"
"SODIUM BICARBONATE; TARTARIC ACID",1,"SODIUM BICARBONATE"
"SODIUM BICARBONATE; TARTARIC ACID",2,"TARTARIC ACID"
"SODIUM CHLORIDE",1,"SODIUM CHLORIDE"
"SODIUM CHROMATE CR-51",1,"SODIUM CHROMATE CR-51"
"SODIUM FERRIC GLUCONATE COMPLEX",1,"SODIUM FERRIC GLUCONATE COMPLEX"
"SODIUM FLUORIDE F-18",1,"SODIUM FLUORIDE F-18"
"SODIUM FLUORIDE; TRICLOSAN",1,"SODIUM FLUORIDE"
"SODIUM FLUORIDE; TRICLOSAN",2,"TRICLOSAN"
"SODIUM IODIDE I-123",1,"SODIUM IODIDE I-123"
"SODIUM IODIDE I-131",1,"SODIUM IODIDE I-131"
"SODIUM LACTATE",1,"SODIUM LACTATE"
"SODIUM MONOFLUOROPHOSPHATE",1,"SODIUM MONOFLUOROPHOSPHATE"
"SODIUM NITRITE",1,"SODIUM NITRITE"
"SODIUM NITRITE; SODIUM THIOSULFATE",1,"SODIUM NITRITE"
"SODIUM NITRITE; SODIUM THIOSULFATE",2,"SODIUM THIOSULFATE"
"SODIUM NITROPRUSSIDE",1,"SODIUM NITROPRUSSIDE"
"SODIUM OXYBATE",1,"SODIUM OXYBATE"
"SODIUM PHENYLBUTYRATE",1,"SODIUM PHENYLBUTYRATE"
"SODIUM PHOSPHATE P-32",1,"SODIUM PHOSPHATE P-32"
"SODIUM PHOSPHATE, DIBASIC ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",1,"SODIUM PHOSPHATE, DIBASIC ANHYDROUS"
"SODIUM PHOSPHATE, DIBASIC ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",2,"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",1,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS"
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",2,"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",1,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE"
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",2,"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"
"SODIUM POLYSTYRENE SULFONATE",1,"SODIUM POLYSTYRENE SULFONATE"
"SODIUM SUCCINATE",1,"SODIUM SUCCINATE"
"SODIUM TETRADECYL SULFATE",1,"SODIUM TETRADECYL SULFATE"
"SODIUM THIOSULFATE",1,"SODIUM THIOSULFATE"
"SOFOSBUVIR",1,"SOFOSBUVIR"
"SOFOSBUVIR; VELPATASVIR",1,"SOFOSBUVIR"
"SOFOSBUVIR; VELPATASVIR",2,"VELPATASVIR"
"SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR",1,"SOFOSBUVIR"
"SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR",2,"VELPATASVIR"
"SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR",3,"VOXILAPREVIR"
"SOLIFENACIN SUCCINATE",1,"SOLIFENACIN SUCCINATE"
"SOMATREM",1,"SOMATREM"
"SOMATROPIN",1,"SOMATROPIN"
"SOMATROPIN RECOMBINANT",1,"SOMATROPIN RECOMBINANT"
"SONIDEGIB PHOSPHATE",1,"SONIDEGIB PHOSPHATE"
"SORAFENIB TOSYLATE",1,"SORAFENIB TOSYLATE"
"SORBITOL",1,"SORBITOL"
"SOTALOL HYDROCHLORIDE",1,"SOTALOL HYDROCHLORIDE"
"SOYBEAN OIL",1,"SOYBEAN OIL"
"SPARFLOXACIN",1,"SPARFLOXACIN"
"SPECTINOMYCIN HYDROCHLORIDE",1,"SPECTINOMYCIN HYDROCHLORIDE"
"SPINOSAD",1,"SPINOSAD"
"SPIRAPRIL HYDROCHLORIDE",1,"SPIRAPRIL HYDROCHLORIDE"
"SPIRONOLACTONE",1,"SPIRONOLACTONE"
"STANOZOLOL",1,"STANOZOLOL"
"STAVUDINE",1,"STAVUDINE"
"STERILE WATER FOR INJECTION",1,"STERILE WATER FOR INJECTION"
"STERILE WATER FOR IRRIGATION",1,"STERILE WATER FOR IRRIGATION"
"STREPTOMYCIN SULFATE",1,"STREPTOMYCIN SULFATE"
"STREPTOZOCIN",1,"STREPTOZOCIN"
"STRONTIUM CHLORIDE SR-89",1,"STRONTIUM CHLORIDE SR-89"
"SUCCIMER",1,"SUCCIMER"
"SUCCINYLCHOLINE CHLORIDE",1,"SUCCINYLCHOLINE CHLORIDE"
"SUCRALFATE",1,"SUCRALFATE"
"SUCROFERRIC OXYHYDROXIDE",1,"SUCROFERRIC OXYHYDROXIDE"
"SUFENTANIL CITRATE",1,"SUFENTANIL CITRATE"
"SUGAMMADEX SODIUM",1,"SUGAMMADEX SODIUM"
"SULCONAZOLE NITRATE",1,"SULCONAZOLE NITRATE"
"SULFACETAMIDE SODIUM",1,"SULFACETAMIDE SODIUM"
"SULFACYTINE",1,"SULFACYTINE"
"SULFADIAZINE",1,"SULFADIAZINE"
"SULFADIAZINE SODIUM",1,"SULFADIAZINE SODIUM"
"SULFADIAZINE; SULFAMERAZINE",1,"SULFADIAZINE"
"SULFADIAZINE; SULFAMERAZINE",2,"SULFAMERAZINE"
"SULFAMETER",1,"SULFAMETER"
"SULFAMETHIZOLE",1,"SULFAMETHIZOLE"
"SULFAMETHOXAZOLE",1,"SULFAMETHOXAZOLE"
"SULFAMETHOXAZOLE; TRIMETHOPRIM",1,"SULFAMETHOXAZOLE"
"SULFAMETHOXAZOLE; TRIMETHOPRIM",2,"TRIMETHOPRIM"
"SULFANILAMIDE",1,"SULFANILAMIDE"
"SULFAPHENAZOLE",1,"SULFAPHENAZOLE"
"SULFAPYRIDINE",1,"SULFAPYRIDINE"
"SULFASALAZINE",1,"SULFASALAZINE"
"SULFINPYRAZONE",1,"SULFINPYRAZONE"
"SULFISOXAZOLE",1,"SULFISOXAZOLE"
"SULFISOXAZOLE ACETYL",1,"SULFISOXAZOLE ACETYL"
"SULFISOXAZOLE DIOLAMINE",1,"SULFISOXAZOLE DIOLAMINE"
"SULFOXONE SODIUM",1,"SULFOXONE SODIUM"
"SULFUR",1,"SULFUR"
"SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES",1,"SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES"
"SULINDAC",1,"SULINDAC"
"SUMATRIPTAN",1,"SUMATRIPTAN"
"SUMATRIPTAN SUCCINATE",1,"SUMATRIPTAN SUCCINATE"
"SUNITINIB MALATE",1,"SUNITINIB MALATE"
"SUPROFEN",1,"SUPROFEN"
"SUTILAINS",1,"SUTILAINS"
"SUVOREXANT",1,"SUVOREXANT"
"TACRINE HYDROCHLORIDE",1,"TACRINE HYDROCHLORIDE"
"TACROLIMUS",1,"TACROLIMUS"
"TADALAFIL",1,"TADALAFIL"
"TAFLUPROST",1,"TAFLUPROST"
"TALBUTAL",1,"TALBUTAL"
"TALC",1,"TALC"
"TALIGLUCERASE ALFA",1,"TALIGLUCERASE ALFA"
"TAMOXIFEN CITRATE",1,"TAMOXIFEN CITRATE"
"TAMSULOSIN HYDROCHLORIDE",1,"TAMSULOSIN HYDROCHLORIDE"
"TAPENTADOL HYDROCHLORIDE",1,"TAPENTADOL HYDROCHLORIDE"
"TASIMELTEON",1,"TASIMELTEON"
"TAVABOROLE",1,"TAVABOROLE"
"TAZAROTENE",1,"TAZAROTENE"
"TECHNETIUM TC-99M ALBUMIN AGGREGATED",1,"TECHNETIUM TC-99M ALBUMIN AGGREGATED"
"TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT",1,"TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT"
"TECHNETIUM TC-99M ALBUMIN COLLOID KIT",1,"TECHNETIUM TC-99M ALBUMIN COLLOID KIT"
"TECHNETIUM TC-99M ALBUMIN KIT",1,"TECHNETIUM TC-99M ALBUMIN KIT"
"TECHNETIUM TC-99M ALBUMIN MICROSPHERES KIT",1,"TECHNETIUM TC-99M ALBUMIN MICROSPHERES KIT"
"TECHNETIUM TC-99M APCITIDE",1,"TECHNETIUM TC-99M APCITIDE"
"TECHNETIUM TC-99M BICISATE KIT",1,"TECHNETIUM TC-99M BICISATE KIT"
"TECHNETIUM TC-99M DEPREOTIDE",1,"TECHNETIUM TC-99M DEPREOTIDE"
"TECHNETIUM TC-99M DISOFENIN KIT",1,"TECHNETIUM TC-99M DISOFENIN KIT"
"TECHNETIUM TC-99M ETIDRONATE KIT",1,"TECHNETIUM TC-99M ETIDRONATE KIT"
"TECHNETIUM TC-99M EXAMETAZIME KIT",1,"TECHNETIUM TC-99M EXAMETAZIME KIT"
"TECHNETIUM TC-99M FERPENTETATE KIT",1,"TECHNETIUM TC-99M FERPENTETATE KIT"
"TECHNETIUM TC-99M GLUCEPTATE KIT",1,"TECHNETIUM TC-99M GLUCEPTATE KIT"
"TECHNETIUM TC-99M LIDOFENIN KIT",1,"TECHNETIUM TC-99M LIDOFENIN KIT"
